machine_id,time_series_id,timestamp,target_value,temperature_unit,humidity,battery_level,location,status,received_at,metadata,image_desc_generation_output,image_url,observation_type
machine-02,sensor-02,2025-06-12 12:52:54.703441 UTC,37.26,C,58.36,79.35,floor-1,OK,2025-06-12 12:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-06,2025-06-12 05:22:54.703441 UTC,34.12,C,43.57,84.91,floor-1,OK,2025-06-12 05:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 11:02:54.703441 UTC,35.77,C,60.39,68.24,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-01,2025-06-12 13:02:54.703441 UTC,30.35,C,67.25,60.68,floor-1,OK,2025-06-12 13:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-01,2025-06-12 03:02:54.703441 UTC,24.15,C,67.87,63.25,floor-1,OK,2025-06-12 03:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-09,2025-06-12 02:22:54.703441 UTC,26.76,C,60.44,76.34,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-03,2025-06-12 14:12:54.703441 UTC,30.63,C,58.44,94.16,floor-1,OK,2025-06-12 14:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-09,2025-06-12 04:32:54.703441 UTC,25.52,C,66,73.39,floor-1,OK,2025-06-12 04:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-03,2025-06-12 09:02:54.703441 UTC,26.17,C,62.26,68.17,floor-1,OK,2025-06-12 09:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 13:42:54.703441 UTC,34.44,C,75.11,96.1,floor-1,OK,2025-06-12 13:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-02,2025-06-12 00:02:54.703441 UTC,26.86,C,40.77,68.8,floor-1,OK,2025-06-12 00:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-03,2025-06-12 10:02:54.703441 UTC,23.57,C,51.8,76.13,floor-1,OK,2025-06-12 10:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 10:22:54.703441 UTC,36.37,C,37.64,72.05,floor-1,OK,2025-06-12 10:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-01,2025-06-12 04:52:54.703441 UTC,30.51,C,69.95,83.88,floor-1,OK,2025-06-12 04:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-03,2025-06-12 15:52:54.703441 UTC,26.27,C,57.25,70.64,floor-1,OK,2025-06-12 15:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-08,2025-06-12 02:22:54.703441 UTC,34.82,C,51.9,66.35,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-09,2025-06-12 00:22:54.703441 UTC,33.53,C,64.17,99.29,floor-1,OK,2025-06-12 00:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-03,2025-06-12 06:22:54.703441 UTC,30.45,C,68.51,61.18,floor-1,OK,2025-06-12 06:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 07:12:54.703441 UTC,22.81,C,52.06,65.94,floor-1,OK,2025-06-12 07:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 07:12:54.703441 UTC,31.46,C,60.05,83.64,floor-1,OK,2025-06-12 07:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-03,2025-06-12 02:42:54.703441 UTC,37.79,C,54.31,75.42,floor-1,OK,2025-06-12 02:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-07,2025-06-12 17:12:54.703441 UTC,36.14,C,52.05,91.76,floor-1,OK,2025-06-12 17:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 12:52:54.703441 UTC,30.79,C,40.78,87.47,floor-1,OK,2025-06-12 12:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-06,2025-06-12 09:02:54.703441 UTC,27.06,C,76,91.7,floor-1,OK,2025-06-12 09:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-07,2025-06-12 10:52:54.703441 UTC,33.16,C,55.65,81.99,floor-1,OK,2025-06-12 10:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-08,2025-06-12 01:12:54.703441 UTC,27.46,C,40.94,63.79,floor-1,OK,2025-06-12 01:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-03,2025-06-12 04:12:54.703441 UTC,30.76,C,63.99,69.58,floor-1,OK,2025-06-12 04:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-03,2025-06-12 07:42:54.703441 UTC,33.18,C,61.21,71.62,floor-1,OK,2025-06-12 07:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-07,2025-06-12 05:02:54.703441 UTC,32.7,C,59.42,82.23,floor-1,OK,2025-06-12 05:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-04,2025-06-12 10:32:54.703441 UTC,29.84,C,59.92,67.29,floor-1,OK,2025-06-12 10:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-02,2025-06-12 11:22:54.703441 UTC,31.11,C,76.21,61.34,floor-1,OK,2025-06-12 11:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-02,2025-06-12 11:22:54.703441 UTC,27.6,C,74.77,95.32,floor-1,OK,2025-06-12 11:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 04:02:54.703441 UTC,22.83,C,67.57,71.92,floor-1,OK,2025-06-12 04:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-01,2025-06-12 09:22:54.703441 UTC,35.79,C,55.21,73.22,floor-1,OK,2025-06-12 09:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-01,2025-06-12 05:52:54.703441 UTC,33.83,C,50.4,74.28,floor-1,OK,2025-06-12 05:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-02,2025-06-12 07:32:54.703441 UTC,22.92,C,55.08,83.16,floor-1,OK,2025-06-12 07:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-07,2025-06-12 16:52:54.703441 UTC,26.72,C,48.74,86.9,floor-1,OK,2025-06-12 16:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-05,2025-06-12 14:12:54.703441 UTC,34.59,C,66.72,88.92,floor-1,OK,2025-06-12 14:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-04,2025-06-12 02:42:54.703441 UTC,25.85,C,76.83,75.22,floor-1,OK,2025-06-12 02:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-05,2025-06-12 15:52:54.703441 UTC,37.12,C,43.26,76.3,floor-1,OK,2025-06-12 15:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 09:32:54.703441 UTC,37.89,C,69.32,87.45,floor-1,OK,2025-06-12 09:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-03,2025-06-12 16:42:54.703441 UTC,32.37,C,45.91,99.2,floor-1,OK,2025-06-12 16:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-03,2025-06-12 04:42:54.703441 UTC,28.18,C,40.51,76.94,floor-1,OK,2025-06-12 04:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-02,2025-06-12 02:42:54.703441 UTC,29.32,C,51.13,79.99,floor-1,OK,2025-06-12 02:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-03,2025-06-12 08:02:54.703441 UTC,29.68,C,46.58,64.54,floor-1,OK,2025-06-12 08:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-07,2025-06-12 16:42:54.703441 UTC,33.5,C,39.24,77.24,floor-1,OK,2025-06-12 16:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-09,2025-06-12 14:42:54.703441 UTC,27.33,C,44.11,98.06,floor-1,OK,2025-06-12 14:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-09,2025-06-12 12:42:54.703441 UTC,36.45,C,36.57,94.43,floor-1,OK,2025-06-12 12:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 09:42:54.703441 UTC,37.72,C,66.34,67.1,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-05,2025-06-12 04:12:54.703441 UTC,37.36,C,44.17,79.19,floor-1,OK,2025-06-12 04:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-02,2025-06-12 11:32:54.703441 UTC,34.45,C,59.6,71.2,floor-1,OK,2025-06-12 11:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-04,2025-06-12 13:22:54.703441 UTC,23.35,C,77.61,72.73,floor-1,OK,2025-06-12 13:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-05,2025-06-12 14:02:54.703441 UTC,23.91,C,72.16,66.26,floor-1,OK,2025-06-12 14:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-08,2025-06-12 06:42:54.703441 UTC,22.78,C,68.72,73.66,floor-1,OK,2025-06-12 06:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-01,2025-06-12 09:02:54.703441 UTC,26.34,C,37.75,70.99,floor-1,OK,2025-06-12 09:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-05,2025-06-12 13:52:54.703441 UTC,22.13,C,50.26,89.76,floor-1,OK,2025-06-12 13:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-02,2025-06-12 16:42:54.703441 UTC,33.28,C,42.42,95.33,floor-1,OK,2025-06-12 16:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-02,2025-06-12 03:12:54.703441 UTC,33.24,C,47.48,84.14,floor-1,OK,2025-06-12 03:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-09,2025-06-12 06:32:54.703441 UTC,31.36,C,78.81,76.68,floor-1,OK,2025-06-12 06:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-02,2025-06-12 16:12:54.703441 UTC,26.1,C,36.85,84,floor-1,OK,2025-06-12 16:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-05,2025-06-12 13:12:54.703441 UTC,32.49,C,37.52,98.07,floor-1,OK,2025-06-12 13:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-05,2025-06-12 12:42:54.703441 UTC,25.23,C,56.4,92.27,floor-1,OK,2025-06-12 12:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-01,2025-06-12 00:02:54.703441 UTC,22.57,C,47.51,77.54,floor-1,OK,2025-06-12 00:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-01,2025-06-12 07:52:54.703441 UTC,31.69,C,66.72,69.24,floor-1,OK,2025-06-12 07:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-02,2025-06-12 05:52:54.703441 UTC,27.83,C,49.69,84.98,floor-1,OK,2025-06-12 05:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 08:52:54.703441 UTC,27.76,C,31.17,66.61,floor-1,OK,2025-06-12 08:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 00:52:54.703441 UTC,31.07,C,78.15,78.32,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-02,2025-06-12 11:52:54.703441 UTC,24.12,C,65.42,90.78,floor-1,OK,2025-06-12 11:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-08,2025-06-12 11:02:54.703441 UTC,35.19,C,30.01,71.56,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-08,2025-06-12 10:52:54.703441 UTC,37.81,C,62.12,68.68,floor-1,OK,2025-06-12 10:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-01,2025-06-12 05:12:54.703441 UTC,29.58,C,63.24,61.76,floor-1,OK,2025-06-12 05:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-07,2025-06-12 03:12:54.703441 UTC,32.32,C,37.67,96.88,floor-1,OK,2025-06-12 03:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-09,2025-06-12 11:52:54.703441 UTC,24.12,C,48.02,99.71,floor-1,OK,2025-06-12 11:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-02,2025-06-12 06:22:54.703441 UTC,32.56,C,61.17,70.57,floor-1,OK,2025-06-12 06:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-04,2025-06-12 00:42:54.703441 UTC,35.05,C,46.34,81.77,floor-1,OK,2025-06-12 00:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 14:32:54.703441 UTC,22.38,C,65.16,91.02,floor-1,OK,2025-06-12 14:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-05,2025-06-12 10:02:54.703441 UTC,27.1,C,36.78,69.35,floor-1,OK,2025-06-12 10:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-05,2025-06-12 10:02:54.703441 UTC,33.43,C,44.87,97.91,floor-1,OK,2025-06-12 10:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-05,2025-06-12 02:52:54.703441 UTC,34.02,C,45.96,88.08,floor-1,OK,2025-06-12 02:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-06,2025-06-12 13:52:54.703441 UTC,22.08,C,45,65.75,floor-1,OK,2025-06-12 13:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-08,2025-06-12 14:32:54.703441 UTC,33.25,C,43.93,80.4,floor-1,OK,2025-06-12 14:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-01,2025-06-12 08:32:54.703441 UTC,26.36,C,54.01,91.78,floor-1,OK,2025-06-12 08:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 06:52:54.703441 UTC,25.58,C,74.85,65.37,floor-1,OK,2025-06-12 06:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-07,2025-06-12 07:12:54.703441 UTC,27.06,C,41.01,94.07,floor-1,OK,2025-06-12 07:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 07:12:54.703441 UTC,25.78,C,50.88,66.47,floor-1,OK,2025-06-12 07:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-04,2025-06-12 08:22:54.703441 UTC,34.56,C,61.86,60.17,floor-1,OK,2025-06-12 08:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-05,2025-06-12 15:12:54.703441 UTC,28.53,C,55.95,81.78,floor-1,OK,2025-06-12 15:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-09,2025-06-12 09:22:54.703441 UTC,28.34,C,60.53,88.73,floor-1,OK,2025-06-12 09:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-07,2025-06-12 17:02:54.703441 UTC,35.82,C,37.82,85.59,floor-1,OK,2025-06-12 17:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-09,2025-06-12 01:52:54.703441 UTC,28.52,C,63.7,66.23,floor-1,OK,2025-06-12 01:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-02,2025-06-12 11:02:54.703441 UTC,22.58,C,33.45,92.96,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-02,2025-06-12 11:02:54.703441 UTC,36.21,C,45.55,99.55,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 14:42:54.703441 UTC,29.06,C,48.52,85.82,floor-1,OK,2025-06-12 14:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 04:52:54.703441 UTC,23.5,C,79.83,75.24,floor-1,OK,2025-06-12 04:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-01,2025-06-12 03:02:54.703441 UTC,26.75,C,58.38,70.67,floor-1,OK,2025-06-12 03:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-02,2025-06-12 12:02:54.703441 UTC,23.05,C,74.19,81.2,floor-1,OK,2025-06-12 12:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-08,2025-06-12 00:22:54.703441 UTC,33.9,C,53.93,88.17,floor-1,OK,2025-06-12 00:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-01,2025-06-12 04:42:54.703441 UTC,30.74,C,77.63,79.77,floor-1,OK,2025-06-12 04:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-03,2025-06-12 17:22:54.703441 UTC,27.72,C,72.29,77.72,floor-1,OK,2025-06-12 17:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-03,2025-06-12 14:12:54.703441 UTC,29,C,31.5,65.7,floor-1,OK,2025-06-12 14:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-04,2025-06-12 12:22:54.703441 UTC,29.84,C,78.01,66.28,floor-1,OK,2025-06-12 12:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-05,2025-06-12 03:02:54.703441 UTC,31.92,C,59.39,81.1,floor-1,OK,2025-06-12 03:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-03,2025-06-12 08:52:54.703441 UTC,30.61,C,47.59,78.71,floor-1,OK,2025-06-12 08:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-08,2025-06-12 02:42:54.703441 UTC,37.95,C,65.48,63.23,floor-1,OK,2025-06-12 02:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-05,2025-06-12 00:52:54.703441 UTC,34.57,C,76.37,87.47,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
